scenario,pctExpungement,seller_prosecution_culture,prosecution_culture_v,prosecution_culture_s,trafficker_exposure,geographic_csw_normalization,crim_record_obstacle,em_services_capacity,st_services_capacity,lt_services_capacity,buyer_prosecution_culture,csw_acceptance,TotalTSS,TotalSS,TotalYouthTSS,pctSSCrimRecord,pctExitedCrimRecord,TotalNonTraffickedSS,pctTraffickedVsNontrafficked,EmServicesAdult,STServicesAdult,LTServicesAdult,Traffickers,Buyers,demand,cost
0,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,9919.765288,12391.40472,1412.516599,0.398517358,0.398517358,2471.639436,0.800535977,895.8449903,230.7692308,96,2225.436022,20697.53924,200890.3158,202.65087
1,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,7399.76724,10594.07156,919.1598393,0.392411844,0.392411844,3194.30432,0.698481901,694.2911738,230.7692308,96,1596.492291,19204.31455,186397.077,219.9308783
2,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,7978.312009,10957.96214,1038.463657,0.393967351,0.393967351,2979.65013,0.728083553,741.5164323,230.7692308,96,1746.277776,19517.17616,189433.7118,216.0914016
3,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,8517.162494,11325.32942,1146.167033,0.395328267,0.395328267,2808.166928,0.752045453,784.9844235,230.7692308,96,1882.694879,19827.34054,192444.1673,212.4046022
4,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,9024.313771,11693.86671,1244.749321,0.396517859,0.396517859,2669.552944,0.771713411,825.4533465,230.7692308,96,2008.588173,20133.028,195411.1697,208.8821158
5,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,9505.289175,12061.64709,1335.94246,0.397565725,0.397565725,2556.357916,0.788058969,863.4443075,230.7692308,96,2125.936912,20432.88711,198321.6023,205.5291462
6,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,9964.742116,12427.82411,1420.777432,0.398605646,0.398605646,2463.081998,0.801809072,899.3483712,230.7692308,96,2236.174123,20726.52895,201171.69,202.3400156
7,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,10404.46944,12790.05597,1500.678218,0.39944572,0.39944572,2385.586527,0.81348115,933.4267894,230.7692308,96,2340.403224,21012.36838,203946.0475,199.32091
8,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,10827.46049,13148.17795,1576.166744,0.400210395,0.400210395,2320.717461,0.823495128,965.9155139,230.7692308,96,2439.458178,21290.63557,206646.9088,196.459644
9,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,11235.6596,13501.71078,1647.88402,0.400914177,0.400914177,2266.051185,0.832165625,996.9924259,230.7692308,96,2534.005334,21561.28747,209273.8562,193.7475365
10,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,11764.12348,14004.53567,1694.98617,0.414393424,0.414393424,2240.412194,0.840022387,1000,230.7692308,96,2622.080888,21939.6266,212946.0158,190.0687934
11,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,12291.99592,14519.05235,1737.064841,0.428153376,0.428153376,2227.056424,0.846611447,1000,230.7692308,96,2706.391162,22319.08386,216629.0279,186.504104
12,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,12806.27071,15027.87159,1777.160707,0.44090171,0.44090171,2221.600874,0.852167963,1000,230.7692308,96,2787.590225,22687.12871,220201.2712,183.1607273
13,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,13306.01022,15528.20437,1815.628885,0.452543942,0.452543942,2222.194154,0.856893038,1000,230.7692308,96,2866.024115,23042.35995,223649.1457,180.0346167
14,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,13792.69678,16021.17844,1847.871388,0.463480231,0.463480231,2228.481666,0.860904011,1000,230.7692308,96,2941.936047,23386.20966,226986.5509,177.0988256
15,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,14253.94722,16490.30271,1884.085013,0.472026964,0.472026964,2236.355484,0.8643836,1000,230.7692308,96,3015.752245,23707.66049,230106.5527,174.4256585
16,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,14720.49063,16967.92442,1925.746096,0.481232203,0.481232203,2247.433786,0.867548103,1000,230.7692308,96,3087.28797,24030.25208,233237.6267,171.8224493
17,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,15173.81436,17435.58827,1960.513063,0.489809134,0.489809134,2261.773915,0.870278314,1000,230.7692308,96,3156.915984,24341.18482,236255.5398,169.3773793
18,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,15616.93556,17895.13678,1993.555503,0.497814655,0.497814655,2278.201222,0.872691601,1000,230.7692308,96,3224.767552,24642.2354,239177.5368,167.0688101
19,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,16049.91857,18346.09772,2025.515826,0.505236721,0.505236721,2296.179147,0.874841005,1000,230.7692308,96,3290.977852,24933.48839,242004.4383,164.8882245
20,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,16474.14708,18789.62192,2056.508905,0.512205736,0.512205736,2315.47484,0.876768418,1000,230.7692308,96,3355.649512,25216.07959,244747.2685,162.8207778
21,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,16888.89612,19224.57672,2086.856388,0.518649081,0.518649081,2335.6806,0.878505486,1000,230.7692308,96,3418.897133,25489.58924,247401.9531,160.8630691
22,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,17296.80603,19653.69355,2116.218071,0.524815925,0.524815925,2356.887518,0.880079156,1000,230.7692308,96,3480.784453,25756.09751,249988.6824,158.9959935
23,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,17695.99037,20074.61122,2145.122484,0.530523126,0.530523126,2378.620853,0.881510988,1000,230.7692308,96,3541.418787,26014.33652,252495.1503,157.2229392
24,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,18087.92511,20488.82237,2173.399006,0.535906118,0.535906118,2400.897257,0.882819168,1000,230.7692308,96,3600.85995,26265.51677,254933.1057,155.5318195
25,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,18474.16333,20897.95135,2200.777005,0.541100899,0.541100899,2423.788019,0.884017913,1000,230.7692308,96,3659.160585,26510.87422,257314.5452,153.9113457
26,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,18852.69113,21299.54816,2227.888964,0.545919027,0.545919027,2446.857036,0.885121646,1000,230.7692308,96,3716.406718,26749.0697,259626.4706,152.3661843
27,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,19224.95536,21695.15317,2254.483728,0.55048724,0.55048724,2470.19781,0.886140568,1000,230.7692308,96,3772.640312,26981.25582,261880.069,150.8862757
28,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,19591.24138,22084.99015,2280.59032,0.554825515,0.554825515,2493.748769,0.887083999,1000,230.7692308,96,3827.911549,27207.73772,264078.3023,149.4670705
29,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,19951.81447,22469.27279,2306.235056,0.558951768,0.558951768,2517.458312,0.887959956,1000,230.7692308,96,3882.266571,27428.79945,266223.9275,148.1044413
30,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,20306.92181,22848.2049,2331.441825,0.562882111,0.562882111,2541.283083,0.888775372,1000,230.7692308,96,3935.747924,27644.70561,268319.5126,146.7946354
31,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,20656.79383,23221.98034,2356.232484,0.566631055,0.566631055,2565.186515,0.889536272,1000,230.7692308,96,3988.394948,27855.70273,270367.4507,145.5342346
32,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,21001.64581,23590.78354,2380.627029,0.570211712,0.570211712,2589.137724,0.890247913,1000,230.7692308,96,4040.244104,28062.0208,272369.9739,144.3201184
33,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,21341.6791,23954.78964,2404.64388,0.573635946,0.573635946,2613.110545,0.890914903,1000,230.7692308,96,4091.329267,28263.87445,274329.1654,143.1494335
34,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,21677.08229,24314.16508,2428.300008,0.57691452,0.57691452,2637.082793,0.891541298,1000,230.7692308,96,4141.681973,28461.46428,276246.9723,142.0195652
35,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,22008.03228,24669.0679,2451.611129,0.58005722,0.58005722,2661.035625,0.892130678,1000,230.7692308,96,4191.331648,28654.97788,278125.2153,140.9281131
36,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,22334.69522,25019.64825,2474.591817,0.583072958,0.583072958,2684.953028,0.89268622,1000,230.7692308,96,4240.305796,28844.59093,279965.5996,139.8728695
37,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,22657.22741,25366.0488,2497.255624,0.585969874,0.585969874,2708.82139,0.893210747,1000,230.7692308,96,4288.630172,29030.4681,281769.7233,138.8518003
38,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,22975.77599,25708.40513,2519.615191,0.588755408,0.588755408,2732.629141,0.893706781,1000,230.7692308,96,4336.328937,29212.76389,283539.0863,137.8630281
39,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,23290.47977,26046.84623,2541.682312,0.591436383,0.591436383,2756.366458,0.894176576,1000,230.7692308,96,4383.424793,29391.62349,285275.0976,136.9048171
40,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,23601.46974,26381.49474,2563.468048,0.59401906,0.59401906,2780.025004,0.894622157,1000,230.7692308,96,4429.939101,29567.18339,286979.082,135.9755602
41,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,23908.86976,26712.46749,2584.982743,0.596509201,0.596509201,2803.597735,0.895045348,1000,230.7692308,96,4475.891995,29739.57214,288652.2872,135.0737663
42,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,24212.797,27039.87569,2606.236151,0.598912111,0.598912111,2827.078694,0.895447793,1000,230.7692308,96,4521.302474,29908.91085,290295.8887,134.1980507
43,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,24513.3625,27363.82539,2627.237409,0.601232691,0.601232691,2850.462889,0.895830979,1000,230.7692308,96,4566.188491,30075.31381,291910.9958,133.3471251
44,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,24810.67152,27684.41766,2647.99517,0.603475466,0.603475466,2873.746136,0.896196258,1000,230.7692308,96,4610.567035,30238.88892,293498.6559,132.5197894
45,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,25104.82406,28001.74903,2668.517565,0.605644633,0.605644633,2896.92497,0.896544856,1000,230.7692308,96,4654.454198,30399.73823,295059.8592,131.7149238
46,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,25395.91507,28315.9116,2688.812306,0.607744076,0.607744076,2919.996534,0.896877891,1000,230.7692308,96,4697.865243,30557.95825,296595.5428,130.9314825
47,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,25684.03493,28626.99343,2708.886676,0.609777408,0.609777408,2942.958507,0.897196382,1000,230.7692308,96,4740.814661,30713.64044,298106.5941,130.1684871
48,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,25969.26966,28935.07869,2728.747586,0.611747986,0.611747986,2965.809033,0.897501263,1000,230.7692308,96,4783.316226,30866.87148,299593.8546,129.4250215
49,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,26251.70125,29240.2479,2748.401588,0.613658937,0.613658937,2988.546655,0.897793389,1000,230.7692308,96,4825.383043,31017.73361,301058.1225,128.7002266
50,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,26531.40791,29542.57818,2767.854905,0.615513176,0.615513176,3011.17027,0.898073545,1000,230.7692308,96,4867.027591,31166.30497,302500.1561,127.9932959
51,0,0.05,0.2,0.1,0.05,0.1,0,2000,250,100,0.01,0.5,8425.259137,10988.68491,1543.041463,0.114003948,0.114003948,2563.425778,0.766721332,951.3210257,230.7692308,96,2250.022713,19543.33891,189687.6475,215.7761017
52,0,0.05,0.2,0.1,0.05,0.1,0.020408163,2000,250,100,0.01,0.5,8437.641905,10999.7844,1542.172831,0.116914644,0.116914644,2562.142496,0.76707339,950.9597464,230.7692308,96,2249.810824,19552.78139,189779.2962,215.6625181
53,0,0.05,0.2,0.1,0.05,0.1,0.040816327,2000,250,100,0.01,0.5,8450.752169,11011.53031,1541.24234,0.119979656,0.119979656,2560.778141,0.767445753,950.576996,230.7692308,96,2249.586987,19562.76856,189876.2317,215.5425113
54,0,0.05,0.2,0.1,0.05,0.1,0.06122449,2000,250,100,0.01,0.5,8464.654931,11023.98136,1540.243539,0.123211742,0.123211742,2559.326431,0.767840098,950.1709273,230.7692308,96,2249.350153,19573.34944,189978.9297,215.4155149
55,0,0.05,0.2,0.1,0.05,0.1,0.081632653,2000,250,100,0.01,0.5,8479.423143,11037.20365,1539.169076,0.126625123,0.126625123,2557.780503,0.768258285,949.7394753,230.7692308,96,2249.099148,19584.57917,190087.9254,215.280894
56,0,0.05,0.2,0.1,0.05,0.1,0.102040816,2000,250,100,0.01,0.5,8495.138959,11051.27182,1538.010552,0.130235706,0.130235706,2556.132865,0.768702381,949.2803214,230.7692308,96,2248.832651,19596.51995,190203.8226,215.1379335
57,0,0.05,0.2,0.1,0.05,0.1,0.12244898,2000,250,100,0.01,0.5,8511.895213,11066.27054,1536.758326,0.134061336,0.134061336,2554.375328,0.76917469,948.7908498,230.7692308,96,2248.549169,19609.24223,190327.3051,214.985826
58,0,0.05,0.2,0.1,0.05,0.1,0.142857143,2000,250,100,0.01,0.5,8529.001142,11081.67068,1535.986863,0.138032179,0.138032179,2552.669535,0.769649396,948.0933812,230.7692308,96,2248.254172,19622.25802,190453.6364,214.8295617
59,0,0.05,0.2,0.1,0.05,0.1,0.163265306,2000,250,100,0.01,0.5,8548.098496,11098.77044,1534.538915,0.142336913,0.142336913,2550.671944,0.770184278,947.5261205,230.7692308,96,2247.932229,19636.73921,190594.1908,214.6568755
60,0,0.05,0.2,0.1,0.05,0.1,0.183673469,2000,250,100,0.01,0.5,8568.585236,11117.12168,1532.962624,0.146922495,0.146922495,2548.536443,0.77075573,946.9172809,230.7692308,96,2247.587655,19652.26775,190744.9108,214.4720057
61,0,0.05,0.2,0.1,0.05,0.1,0.204081633,2000,250,100,0.01,0.5,8589.887426,11136.27124,1531.717799,0.151720379,0.151720379,2546.383814,0.77134323,946.1217484,230.7692308,96,2247.225034,19668.42421,190901.7254,214.2792247
62,0,0.05,0.2,0.1,0.05,0.1,0.224489796,2000,250,100,0.01,0.5,8613.550789,11157.4975,1529.864523,0.15694041,0.15694041,2543.946708,0.771996659,945.4062501,230.7692308,96,2246.828424,19686.35054,191075.7183,214.0665037
63,0,0.05,0.2,0.1,0.05,0.1,0.244897959,2000,250,100,0.01,0.5,8638.469741,11179.91013,1528.218344,0.162440805,0.162440805,2541.440391,0.772677923,944.5186661,230.7692308,96,2246.407444,19705.2303,191258.9653,213.8422436
64,0,0.05,0.2,0.1,0.05,0.1,0.265306122,2000,250,100,0.01,0.5,8666.089876,11204.7429,1526.010306,0.168436176,0.168436176,2538.653027,0.773430497,943.6688605,230.7692308,96,2245.946134,19726.1554,191462.0643,213.5948878
65,0,0.05,0.2,0.1,0.05,0.1,0.285714286,2000,250,100,0.01,0.5,8695.480013,11231.23317,1523.906046,0.174795061,0.174795061,2535.753162,0.774223086,942.647048,230.7692308,96,2245.452579,19748.42336,191678.1971,213.3316464
66,0,0.05,0.2,0.1,0.05,0.1,0.306122449,2000,250,100,0.01,0.5,8728.103121,11260.66504,1521.236499,0.181749366,0.181749366,2532.561923,0.775096594,941.6248521,230.7692308,96,2244.909603,19773.15897,191918.2809,213.0405711
67,0,0.05,0.2,0.1,0.05,0.1,0.326530612,2000,250,100,0.01,0.5,8763.143979,11292.36551,1518.57385,0.189172344,0.189172344,2529.221532,0.776023763,940.4169965,230.7692308,96,2244.324107,19799.73666,192176.244,212.7280637
68,0,0.05,0.2,0.1,0.05,0.1,0.346938776,2000,250,100,0.01,0.5,8801.620139,11327.25716,1515.556216,0.197228869,0.197228869,2525.637025,0.777030133,939.0983195,230.7692308,96,2243.68291,19828.94676,192459.7572,212.3856579
69,0,0.05,0.2,0.1,0.05,0.1,0.367346939,2000,250,100,0.01,0.5,8844.532689,11366.27775,1511.915496,0.206088741,0.206088741,2521.745062,0.778138005,937.7052977,230.7692308,96,2242.972133,19861.5799,192776.4945,212.0048651
70,0,0.05,0.2,0.1,0.05,0.1,0.387755102,2000,250,100,0.01,0.5,8891.349408,11409.00693,1508.081836,0.215651881,0.215651881,2517.657519,0.779327199,936.0851403,230.7692308,96,2242.195186,19897.22167,193122.4335,211.5898811
71,0,0.05,0.2,0.1,0.05,0.1,0.408163265,2000,250,100,0.01,0.5,8943.322119,11456.6306,1503.728238,0.226121315,0.226121315,2513.308484,0.780624114,934.2766323,230.7692308,96,2241.334548,19936.86312,193507.1934,211.1301308
72,0,0.05,0.2,0.1,0.05,0.1,0.428571429,2000,250,100,0.01,0.5,9001.260824,11509.9653,1498.773107,0.237617839,0.237617839,2508.704475,0.782040657,932.2421902,230.7692308,96,2240.377128,19981.15398,193937.0805,210.6186634
73,0,0.05,0.2,0.1,0.05,0.1,0.448979592,2000,250,100,0.01,0.5,9066.141185,11570.00534,1493.114882,0.250281196,0.250281196,2503.864152,0.783590061,929.9359294,230.7692308,96,2239.307246,20030.88119,194419.7329,210.0471512
74,0,0.05,0.2,0.1,0.05,0.1,0.469387755,2000,250,100,0.01,0.5,9139.138495,11637.96356,1486.628685,0.264271854,0.264271854,2498.825067,0.785286742,927.3009882,230.7692308,96,2238.106128,20086.99833,194964.4058,209.4056283
75,0,0.05,0.2,0.1,0.05,0.1,0.489795918,2000,250,100,0.01,0.5,9221.666479,11715.31969,1479.16249,0.279771848,0.279771848,2493.653212,0.787145953,924.2661531,230.7692308,96,2236.751363,20150.65966,195582.3027,208.6822083
76,0,0.05,0.2,0.1,0.05,0.1,0.510204082,2000,250,100,0.01,0.5,9315.418553,11803.87492,1470.53334,0.29698368,0.29698368,2488.456369,0.789183096,920.7416339,230.7692308,96,2235.216364,20223.25692,196286.9316,207.862813
77,0,0.05,0.2,0.1,0.05,0.1,0.530612245,2000,250,100,0.01,0.5,9422.406061,11905.80831,1460.52465,0.316125598,0.316125598,2483.402249,0.791412546,916.6139121,230.7692308,96,2233.469968,20306.45417,197094.4442,206.9309776
78,0,0.05,0.2,0.1,0.05,0.1,0.551020408,2000,250,100,0.01,0.5,9544.983897,12023.72589,1448.886266,0.337421053,0.337421053,2478.741992,0.793845767,911.7398213,230.7692308,96,2231.476365,20402.21263,198023.8758,205.8678375
79,0,0.05,0.2,0.1,0.05,0.1,0.571428571,2000,250,100,0.01,0.5,9685.848196,12160.68658,1435.339912,0.361079658,0.361079658,2474.838387,0.796488597,905.940405,230.7692308,96,2229.195654,20512.79145,199097.1538,204.6524598
80,0,0.05,0.2,0.1,0.05,0.1,0.591836735,2000,250,100,0.01,0.5,9847.983489,12320.17921,1419.594217,0.387267073,0.387267073,2472.195721,0.799337682,898.9956808,230.7692308,96,2226.585454,20640.70376,200338.6707,203.26274
81,0,0.05,0.2,0.1,0.05,0.1,0.612244898,2000,250,100,0.01,0.5,10034.53656,12506.02066,1401.374009,0.416063555,0.416063555,2471.484099,0.802376458,890.6422842,230.7692308,96,2223.60395,20788.60537,201774.2037,201.6770654
82,0,0.05,0.2,0.1,0.05,0.1,0.632653061,2000,250,100,0.01,0.5,10249.18737,12722.76735,1380.18694,0.447512253,0.447512253,2473.579976,0.805578463,880.5847656,230.7692308,96,2220.206557,20959.59988,203433.8764,199.8718821
83,0,0.05,0.2,0.1,0.05,0.1,0.653061224,2000,250,100,0.01,0.5,10494.53167,12974.07495,1355.761466,0.481359781,0.481359781,2479.543277,0.808884773,868.486357,230.7692308,96,2216.369493,21155.8779,205338.9509,197.83583
84,0,0.05,0.2,0.1,0.05,0.1,0.673469388,2000,250,100,0.01,0.5,10771.68068,13262.14449,1328.31549,0.517037027,0.517037027,2490.463807,0.812212587,854.0025013,230.7692308,96,2212.096502,21378.30117,207497.7912,195.5733775
85,0,0.05,0.2,0.1,0.05,0.1,0.693877551,2000,250,100,0.01,0.5,11082.14076,13589.9554,1296.104543,0.554097924,0.554097924,2507.814638,0.815465573,836.8564362,230.7692308,96,2207.391236,21628.21597,209923.4642,193.0869694
86,0,0.05,0.2,0.1,0.05,0.1,0.714285714,2000,250,100,0.01,0.5,11423.35787,13956.00903,1259.051245,0.591544682,0.591544682,2532.651165,0.818526116,816.8023943,230.7692308,96,2202.316775,21903.35726,212593.9856,190.4143809
87,0,0.05,0.2,0.1,0.05,0.1,0.734693878,2000,250,100,0.01,0.5,11790.75419,14357.89813,1209.706896,0.628708579,0.628708579,2567.143933,0.821203361,793.8428366,230.7692308,96,2196.952221,22200.87462,215481.6891,187.598567
88,0,0.05,0.2,0.1,0.05,0.1,0.755102041,2000,250,100,0.01,0.5,12175.11002,14787.03155,1145.546645,0.664415281,0.664415281,2611.921535,0.823364039,767.9956738,230.7692308,96,2191.431729,22513.37117,218514.7806,184.7182613
89,0,0.05,0.2,0.1,0.05,0.1,0.775510204,2000,250,100,0.01,0.5,12657.06172,15311.46917,1158.993767,0.70055025,0.70055025,2654.407447,0.826639272,735.6195651,230.7692308,96,2184.989453,22888.68638,222157.59,181.3653442
90,0,0.05,0.2,0.1,0.05,0.1,0.795918367,2000,250,100,0.01,0.5,13191.22839,15900.88321,1169.428037,0.736310354,0.736310354,2709.654821,0.829590924,698.8734685,230.7692308,96,2178.110244,23302.24175,226171.5584,177.7979527
91,0,0.05,0.2,0.1,0.05,0.1,0.816326531,2000,250,100,0.01,0.5,13956.60503,16712.96023,1366.309346,0.775866926,0.775866926,2756.355198,0.835076781,649.6939429,230.7692308,96,2169.178476,23858.39208,231569.5535,173.1960932
92,0,0.05,0.2,0.1,0.05,0.1,0.836734694,2000,250,100,0.01,0.5,14666.75391,17495.25348,1472.043975,0.809901878,0.809901878,2828.499571,0.838327603,599.4649033,230.7692308,96,2161.105666,24380.1483,236633.7194,169.069942
93,0,0.05,0.2,0.1,0.05,0.1,0.857142857,2000,250,100,0.01,0.5,15352.54824,18276.61149,1505.674812,0.839829795,0.839829795,2924.063241,0.840010647,547.0125046,230.7692308,96,2153.501743,24888.46325,241567.4243,165.2162276
94,0,0.05,0.2,0.1,0.05,0.1,0.87755102,2000,250,100,0.01,0.5,16023.32419,19067.61679,1468.776375,0.866193317,0.866193317,3044.292602,0.84034226,491.8035899,230.7692308,96,2146.225351,25390.88322,246443.9126,161.5591996
95,0,0.05,0.2,0.1,0.05,0.1,0.897959184,2000,250,100,0.01,0.5,16703.23242,19895.48028,1369.833629,0.889864339,0.889864339,3192.247852,0.839549093,432.5160098,230.7692308,96,2139.01155,25904.35503,251427.6699,157.9678314
96,0,0.05,0.2,0.1,0.05,0.1,0.918367347,2000,250,100,0.01,0.5,17422.16291,20794.9265,1220.08876,0.911597448,0.911597448,3372.763592,0.837808343,367.3070471,230.7692308,96,2131.59309,26448.81713,256712.2191,154.3118096
97,0,0.05,0.2,0.1,0.05,0.1,0.93877551,2000,250,100,0.01,0.5,18212.46507,21805.44444,1030.177158,0.931940492,0.931940492,3592.979378,0.835225584,293.8838329,230.7692308,96,2123.7391,27045.13726,262500.1022,150.4785324
98,0,0.05,0.2,0.1,0.05,0.1,0.959183673,2000,250,100,0.01,0.5,19090.32395,22957.25779,791.3511472,0.950891298,0.950891298,3866.933838,0.831559419,210.5462705,230.7692308,96,2115.329059,27706.2803,268917.1566,146.4227343
99,0,0.05,0.2,0.1,0.05,0.1,0.979591837,2000,250,100,0.01,0.5,20099.87348,24315.56803,505.051789,0.968804071,0.968804071,4215.694544,0.826625702,113.8047041,230.7692308,96,2106.065365,28462.50892,276257.1116,142.0165834
100,0,0.05,0.2,0.1,0.05,0.1,1,2000,250,100,0.01,0.5,18616.29293,106034.4282,80.70529251,0.998252796,0.998252796,87418.1353,0.175568381,11.38752035,38.7355937,28.0769164,1879.12003,55407.90804,537789.1554,63.39794117
101,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,7399.76724,10594.07156,919.1598393,0.392411844,0.392411844,3194.30432,0.698481901,694.2911738,230.7692308,96,1596.492291,19204.31455,186397.077,219.9308783
102,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,7978.312009,10957.96214,1038.463657,0.393967351,0.393967351,2979.65013,0.728083553,741.5164323,230.7692308,96,1746.277776,19517.17616,189433.7118,216.0914016
103,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,8517.162494,11325.32942,1146.167033,0.395328267,0.395328267,2808.166928,0.752045453,784.9844235,230.7692308,96,1882.694879,19827.34054,192444.1673,212.4046022
104,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,9024.313771,11693.86671,1244.749321,0.396517859,0.396517859,2669.552944,0.771713411,825.4533465,230.7692308,96,2008.588173,20133.028,195411.1697,208.8821158
105,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,9505.289175,12061.64709,1335.94246,0.397565725,0.397565725,2556.357916,0.788058969,863.4443075,230.7692308,96,2125.936912,20432.88711,198321.6023,205.5291462
106,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,9964.742116,12427.82411,1420.777432,0.398605646,0.398605646,2463.081998,0.801809072,899.3483712,230.7692308,96,2236.174123,20726.52895,201171.69,202.3400156
107,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,10404.46944,12790.05597,1500.678218,0.39944572,0.39944572,2385.586527,0.81348115,933.4267894,230.7692308,96,2340.403224,21012.36838,203946.0475,199.32091
108,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,10827.46049,13148.17795,1576.166744,0.400210395,0.400210395,2320.717461,0.823495128,965.9155139,230.7692308,96,2439.458178,21290.63557,206646.9088,196.459644
109,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,11235.6596,13501.71078,1647.88402,0.400914177,0.400914177,2266.051185,0.832165625,996.9924259,230.7692308,96,2534.005334,21561.28747,209273.8562,193.7475365
110,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,11764.12348,14004.53567,1694.98617,0.414393424,0.414393424,2240.412194,0.840022387,1000,230.7692308,96,2622.080888,21939.6266,212946.0158,190.0687934
111,0,0.05,0.2,0.1,0.05,0.1,0.6,2000,250,100,0.01,0.5,12291.99592,14519.05235,1737.064841,0.428153376,0.428153376,2227.056424,0.846611447,1000,230.7692308,96,2706.391162,22319.08386,216629.0279,186.504104
